id,brand,name,category,product_type,price,currency,tag_list,rating
228,l'oreal,L'Oreal Paris Colour Riche Le Khol Eyeliner,pencil,eyeliner,9.29,,[],4.5
227,,Earth Lab Vegan Mineral Eye Pencil,pencil,eyeliner,18.0,,"['Canadian', 'Vegan', 'Natural']",3.4
226,revlon,Revlon ColorStay Eye Liner,pencil,eyeliner,11.49,,[],4.7
225,maybelline,Maybelline Color Show Kohl Liner,pencil,eyeliner,5.99,,[],
224,stila,Stila La Quill Eye Liner Brush,liquid,eyeliner,36.0,,[],
223,nyx,NYX Super Fat Eye Marker,liquid,eyeliner,11.99,,[],
222,covergirl,CoverGirl Bombshell Powder Brow & Liner in Blonde,pencil,eyeliner,9.49,,[],
221,maybelline,Maybelline Eye Studio Master Graphic in Striking Black,liquid,eyeliner,11.99,,[],
220,covergirl,CoverGirl Intensify Me! Liquid Liner,liquid,eyeliner,9.99,,[],
216,l'oreal,L'Oreal Paris Infallible Black Velvet Liner,liquid,eyeliner,13.99,,[],
215,milani,Milani Eye Tech Bold Liquid Eyeliner,liquid,eyeliner,10.99,,[],
212,cargo cosmetics,Cargo Cosmetics TexasLiner Liquid Eye Liner,liquid,eyeliner,22.0,,[],
211,wet n wild,Wet n Wild ProLine Graphic Marker Eyeliner,pencil,eyeliner,6.99,,[],
210,,Pysicians Formula Eye Booster Cushion Liquid Liner + Serum Ultra Black,liquid,eyeliner,15.99,,"['Gluten Free', 'Natural']",
209,annabelle,Annabelle EyeInk2 Liquid Eyeliner Duo,liquid,eyeliner,10.99,,[],
207,annabelle,Annabelle Glitterama Liquid Eyeliner,liquid,eyeliner,8.96,,[],
206,wet n wild,Wet n Wild ProLine Felt Tip Eyeliner,liquid,eyeliner,6.99,,[],4.0
204,marcelle,Marcelle Double Precision Liquid Eyeliner Pen,liquid,eyeliner,14.99,,"['Canadian', 'Gluten Free']",
203,annabelle,Annabelle EyeInk2 Mistake Proof Eyeliner + Corrector,liquid,eyeliner,10.99,,[],5.0
202,covergirl,CoverGirl Ink It! By Perfect Point Plus Violet Ink,liquid,eyeliner,6.99,,[],
201,marcelle,Marcelle Kajal Kohl Eyeliner Blackest Black,liquid,eyeliner,11.99,,"['Canadian', 'Gluten Free']",5.0
200,wet n wild,Wet n Wild H2O Proof Liquid Eyeliner,liquid,eyeliner,6.99,,[],
199,milani,Milani Eye Tech Extreme Liquid Eyeliner,liquid,eyeliner,10.99,,[],
198,marcelle,Marcelle Waterproof Liquid DIP-PEN Eyeliner 10H+,liquid,eyeliner,13.99,,"['Canadian', 'Gluten Free']",
